name,job_time,job_type,salary,pay_method,address,num,job_detail,salary_detail,job_time_detail,address_detail
高薪便利蜂微信小程序地推拉新10K+,工作时间：全职工作,地推拉访,8k-12k 元/月,月结,三河,,招聘岗位：便利蜂微信小程序蜂超市地推拉新<br/>福利待遇：<br/>底薪3000+绩效1000+单量提成+复购奖金；均薪：8000-10000（多劳多得）<br/>岗位优势：公司新项目，有发展前景，能力好可以晋升，通道明确；薪资看能力，包挣钱。<br/>背景：<br/>当线下大卖场遭遇发展瓶颈的时候，线上超市已悄然兴起。便利蜂App首页新增“蜂超市”入口，所售商品涵盖酒水饮料、乳品、纸品、水果蔬菜、肉蛋、零食等，种类比门店和便利店即时配送外卖更为丰富，价格也更优惠。消费者可在线上预订，支付完成则形成订单，可在指定时间到指定的门店自取或由便利蜂专门的配送员配送。新京报记者尝试在蜂超市入口下单，可自提时间基本在两天后，在就近门店自提。<br/>工作内容：BD/线下推广/市场/社区运营/推广拉新、BD、客户销售、社群运营<br/>1.拓展区域门店周边用户进行线下和线上拉新，有针对性的开展推广工作，不局限传单等形式。<br/>2.负责所辖门店区域进行社群运营，提高效率、群活跃度，增加用户积极性和参与度，提升复购率，保障用户体验。<br/>3.配合门店提升门店线上交易额。<br/>4.工作内容以线下拉新为主，线上运营为辅，社区团购方向（水果蔬菜生鲜）<br/>招聘要求：<br/>硬性要求：40岁以下，不限，学历不限<br/>软性要求：有快消品、互联网行业、B2B、O2O从业经验或社区社群等资源者优先。<br/>工作时间：<br/>早9-晚7，上六休一<br/>工作地点：站点就近分配,[],[],"['燕郊镇                            \n                            \xa0(\n                            廊坊市                            三河                            )', '星河皓月                            \n                            \xa0(\n                            廊坊市                            三河                            )', '纳丹堡                            \n                            \xa0(\n                            廊坊市                            三河                            )']"
和合谷长期小时工,工作时间：全职工作,服务员,3.5k-4k 元/月,月结,朝阳建外大街,,【兼职】和合谷招聘长期兼职餐饮小时工<br/>【薪资】闲时16元/小时+忙时20/小时，节假日双薪，满4小时提供一顿免费餐<br/>每个月10号斗米发薪，工资保障；<br/>【要求】不限，50岁以下，长期做，不要周末兼职，能接受门店排班；<br/>【时间】4-8小时排班，上六休一，时间自由可长期兼职；<br/>【门店】全北京就近分配，家门口上班<br/>名额有限招满为止，加好友备注和合谷；,[],[],"['和合谷阳光100店                            \n                            \xa0(\n                            北京市                            朝阳                            )', '和合谷skp店                            \n                            \xa0(\n                            北京市                            朝阳                            )', '和合谷富顿店                            \n                            \xa0(\n                            北京市                            朝阳                            )']"
包吃住高薪太二酸菜鱼服务员,工作时间：全职工作,服务员,4.7k-5.2k 元/月,月结,朝阳大望路,,招聘岗位：店小二（）；迎宾（）<br/>招聘岗位：前厅店小二<br/>岗位职责：<br/>1.  提供最佳顾客服务和用餐体验；<br/>2.  服从店长的工作安排。<br/>任职要求：<br/>1.   16岁以上，中专及以上学历；<br/>2.   身体健康，学习能力强；<br/>3.   当得了神神，有逗B潜力；<br/>4.   外向，话唠有个性或特长优先（如街舞、乐器、美术等）；<br/>5.   身高必须： 生>172  生>162。<br/>薪资：<br/>均薪：4700/月，两个月后开始晋升加薪。<br/>福利；月休五天，包吃包住，每季度欢乐活动，快速晋升等。<br/>工作时间：早十-晚十，中午有休息<br/>入职全部购买四险，无一金，无养老险。<br/>太二酸菜鱼：前厅迎宾<br/>岗位职责：<br/>1.  提供最佳顾客服务和用餐体验；<br/>2.  服从店长的工作安排。<br/>任职要求：<br/>1.   16岁以上，中专及以上学历；<br/>2.   身体健康，学习能力强；<br/>3.   当得了神，有逗B潜力；<br/>4.   外向，话唠有个性或特长优先（如街舞、乐器、美术等）；<br/>5.   身高  生>162。<br/>均薪：5200/月<br/>福利：月休五天，包吃包住，每季度欢乐活动，快速晋升，迎宾补贴等。<br/>入职全部购买四险，无一金，无养老险。,[],[],"['太二老坛子酸菜鱼(华贸购物中心店)                            \n                            \xa0(\n                            北京市                            朝阳                            )', '太二酸菜鱼(王府井APM店)                            \n                            \xa0(\n                            北京市                            东城                            )', '太二酸菜鱼(北京大兴龙湖天街店)                            \n                            \xa0(\n                            北京市                            大兴                            )']"
包吃住高薪阳阳中国饭前厅后厨餐饮工,工作时间：全职工作,服务员,4k-4.5k 元/月,月结,大兴黄村,,包吃住就近分配阳阳中国饭中式快餐店餐饮工<br/>【招聘职位】：服务员//面点师/煮锅师/后厨配菜打荷/厨师/洗碗工/早点工（根据能力和意愿分配岗位）<br/>【人员要求】：<br/>性：40岁以下：前厅服务生，煮锅师，后厨配菜打荷<br/>性：45岁以下：前厅服务员，面点师，洗碗工<br/>【上班时间】：9-10小时左右（包含吃饭休息时间）根据店铺具体情况排班<br/>【薪资福利】：前期3800-4000，后期根据工作能力涨薪，后期薪资4500左右，厨师等后厨技术工种薪资面议；<br/>【工作地点】：全北京就近分配，包吃住免费提供备注，住宿环境好。<br/>1.公司培训面点（会包包子有一定面点基础）、煮锅（煮馄饨或面条）技能；<br/>2.包吃住，无须缴纳额外费用；<br/>3.宿舍一般6-8人间 ；<br/>4.含空调、洗衣机、电视和无线网 ；<br/>5.床单被褥公司统一发放，定期清洗 ；<br/>6.公共区域卫生专人打扫 ；<br/>7.需要北京健康证,[],[],"['阳阳中国饭星城店                            \n                            \xa0(\n                            北京市                            大兴                            )', '阳阳中国饭仁和店                            \n                            \xa0(\n                            北京市                            大兴                            )', '阳阳中国饭林校路店                            \n                            \xa0(\n                            北京市                            大兴                            )']"
全国招主播才艺者优先未成年不要报名,工作时间：长期可做,主播,500 元/天,月结,北京,,本公司有大型的管理团队 你只需要带着你的颜值才艺直播时长 其余的交给我们 全程辅助你成长<br/>第一种选择：YY平台兼职交友嘉宾主播:颜值中上 丑拒（颜值优秀者待遇可加） 性格开朗 有充裕自由时间 网络稳定 一部手机即可直播 工作地点不限，可在家直播， 试用期一周，试用期满按开播表现及开播时长制定底薪（每天要求时长4小时），底薪为3000-10000每月，月收益提成超出底薪按照实际收益发放。YY交友非常简单一个手机支架一部手机好的网络就OK<br/>第二种选择： YY，陌陌等平台全职才艺主播：颜值优秀有一定才艺 口齿伶俐。有固定的直播时间。在家即可直播 底薪4000-10000（每天直播4小时以上）全职是指拿直播作为唯一的工作 专心致志  士无才艺者勿扰,['\n月结\xa0薪资:500元/天 \xa0  薪资待遇-优秀者有保底 超出保底部分按照实际收益发放 待遇优厚  薪资有的可以日结有的月结根据平台要求来                                 '],"['', '', '不限时间地点，随时可做', '', '']",[]
便利蜂视频审核,工作时间：全职工作,审核录入,4k-6k 元/月,月结,朝阳,,视频审核员 （150/天周结）<br/>【工作内容】：<br/>1、对24H门店进行视频‌监控检查，根据‌监控规则发现并‌整理违规问题；<br/>2、有效完‌成既定监控任务‌，将问题汇总并‌及时在线反馈；<br/>3、由管理‌人员分配的其它‌临时任务。<br/>【工作时间】：9:00 - 18:00; ‌<br/>【工资待遇‌】：150元每‌天<br/>【人员要求‌】1、高中以上‌学历，沟通良好‌，责任心强，耐‌心仔细，20-37岁，视力良‌好。 2、每周‌出勤3天以上（周六日不上班）<br/>【工作地点】：恒通商务园B9,[],[],['恒通国际商务园B9                            \n                            \xa0(\n                            北京市                            朝阳                            )']
高薪诚聘平安代理人,工作时间：全职工作,销售,9k-20k 元/月,月结,朝阳建外大街,,"一、【职业要求】<br/>1、20—50周岁；<br/>2、学历:大专以上,条件优秀者可适当放宽；<br/>3、热情积极，有爱心，有责任感，学习能力强；<br/>4、具有良好的心理素质及良好的沟通能力；<br/>5、喜欢金融理财行业；<br/>6、有销售，教师,会计师,人力资源，客户服务等岗位从业经验的优先；<br/>二、【职业服务内容】<br/>将为企业单位，事业单位和个人客户提供以下服务：<br/>1、银行业务：平安银行所提供的相关产品及服务，如银行卡，信用卡的开户，存款<br/>2、人寿保险（健康、意外、养老、教育基金、投资理财、储蓄分红、团体意外险等）<br/>3、证券及投资产品：股票、债券、基金；<br/>4、信托业务及产品： 财产信托计划、资金信托计划；<br/>三、【收入及福利待遇】：<br/>1、岗位津贴（较高3400元/月）+业务提成+服务津贴+增才奖金+展业津贴+季度奖+超额津贴+年终奖金+特别奖金+免费旅游+终身免费享受平安培训（平安金融培训学院）收入无上限<br/>2、享有公司帮员工免费购买的意外保险、定期寿险和住院医疗保险等综合保障；<br/>3、绩优人员享有特别养老补贴；<br/>4、任职5周年以上享有长期养老津贴；<br/>5、享有长期团队管理，营销知识，技能等专业培训；",[],[],['建国门壹中心                            \n                            \xa0(\n                            北京市                            朝阳                            )']
肯德基必胜客朝阳区学生员工招募,工作时间：长期可做,服务员,140 元/天,月结,朝阳西坝河,,工作时间可以依餐厅需求，与餐厅协商<br/><br/>职位描述：<br/>- 收银、产品包装与制作、大厅服务、外送等<br/>- 晋升店务组长，负责训练新员工，执行营运标准，保证产品品质，营运区域值班，进入管理组储备学习和训练<br/><br/>您将得到：<br/>- 完善的薪资福利保障<br/>- 灵活的工作时间，愉快的工作氛围<br/>- 快速的晋升空间：服务员--组长--储备店长--餐厅管理更高职位<br/><br/>具备以下条件，即可申请：<br/>- 有服务热情及一定沟通能力<br/>- 能适应倒班工作和高速的工作节奏<br/>- 工时提供>60小时/月<br/>- 年龄16-23周岁，在校学生（可提供学生证明）<br/><br/>薪资福利：<br/>- 2000-4000元/月<br/>- 享有工时津贴<br/>- 季度的餐厅活动、餐厅家族活动、促销奖励等多种福利<br/>- 法定节假日三薪工资,['\n月结\xa0薪资:140元/天 \xa0  薪资待遇-可晋升，多做多得，早晚班有工时补贴，节假日三薪                                 '],"['2020年05月13日', '', '', '08:00-18:00', '', '2020年12月31日', '']","['北京市朝阳区太阳宫中路12号凯德Mall一层                            \n                            \xa0(\n                            北京市                            朝阳                            )', '北京市东直门外大街27号                            \n                            \xa0(\n                            北京市                            朝阳                            )', '北京市朝阳区静安西街10号国展宾馆1层                            \n                            \xa0(\n                            北京市                            朝阳                            )']"
高薪诚聘电销面销,工作时间：全职工作,销售经理,9k-20k 元/月,月结,朝阳建外大街,,"一、【职业要求】<br/>1、20—50周岁；<br/>2、学历:大专以上,条件优秀者可适当放宽；<br/>3、热情积极，有爱心，有责任感，学习能力强；<br/>4、具有良好的心理素质及良好的沟通能力；<br/>5、喜欢金融理财行业；<br/>6、有销售，教师,会计师,人力资源，客户服务等岗位从业经验的优先；<br/>二、【职业服务内容】<br/>将为企业单位，事业单位和个人客户提供以下服务：<br/>1、银行业务：平安银行所提供的相关产品及服务，如银行卡，信用卡的开户，存款<br/>2、人寿保险（健康、意外、养老、教育基金、投资理财、储蓄分红、团体意外险等）<br/>3、证券及投资产品：股票、债券、基金；<br/>4、信托业务及产品： 财产信托计划、资金信托计划；<br/>三、【收入及福利待遇】：<br/>1、岗位津贴（较高3400元/月）+业务提成+服务津贴+增才奖金+展业津贴+季度奖+超额津贴+年终奖金+特别奖金+免费旅游+终身免费享受平安培训（平安金融培训学院）收入无上限<br/>2、享有公司帮员工免费购买的意外保险、定期寿险和住院医疗保险等综合保障；<br/>3、绩优人员享有特别养老补贴；<br/>4、任职5周年以上享有长期养老津贴；<br/>5、享有长期团队管理，营销知识，技能等专业培训；",[],[],['建国门壹中心                            \n                            \xa0(\n                            北京市                            朝阳                            )']
在家做在线客服日结150-200元/天,工作时间：05.13~06.30,话务客服,200 元/天,日结,朝阳十八里店,,工资日结200一天<br/>工资日结200一天<br/>工资日结200一天<br/>公司疫情期间需要在线聊天客服，不用接听电话，聊天即可，简单回复信息！<br/>每天工作两小时，时间可根据自己空闲时间自由安排<br/>在家工作，可长期做，长期会签订正式合同，短期工资当天发放，可长期可短期！名额有限，报完即止！<br/>斗米聊天不回复，请直接报名加微信,['\n日结\xa0薪资:200元/天 \xa0                                 '],"['2020年05月13日', '', '', '12:00-18:00', '', '14:00-18:00', '', '2020年06月30日', '']",['北京                            \n                            \xa0(\n                            北京市                            朝阳                            )']
招25岁以上平安集团销售,工作时间：全职工作,销售,9k-20k 元/月,月结,朝阳建外大街,,"一、【职业要求】<br/>1、20—50周岁；<br/>2、学历:大专以上,条件优秀者可适当放宽；<br/>3、热情积极，有爱心，有责任感，学习能力强；<br/>4、具有良好的心理素质及良好的沟通能力；<br/>5、喜欢金融理财行业；<br/>6、有销售，教师,会计师,人力资源，客户服务等岗位从业经验的优先；<br/>二、【职业服务内容】<br/>将为企业单位，事业单位和个人客户提供以下服务：<br/>1、银行业务：平安银行所提供的相关产品及服务，如银行卡，信用卡的开户，存款<br/>2、人寿保险（健康、意外、养老、教育基金、投资理财、储蓄分红、团体意外险等）<br/>3、证券及投资产品：股票、债券、基金；<br/>4、信托业务及产品： 财产信托计划、资金信托计划；<br/>三、【收入及福利待遇】：<br/>1、岗位津贴（较高3400元/月）+业务提成+服务津贴+增才奖金+展业津贴+季度奖+超额津贴+年终奖金+特别奖金+免费旅游+终身免费享受平安培训（平安金融培训学院）收入无上限<br/>2、享有公司帮员工免费购买的意外保险、定期寿险和住院医疗保险等综合保障；<br/>3、绩优人员享有特别养老补贴；<br/>4、任职5周年以上享有长期养老津贴；<br/>5、享有长期团队管理，营销知识，技能等专业培训；",[],[],['建国门壹中心                            \n                            \xa0(\n                            北京市                            朝阳                            )']
就近分配 月薪6000分拣打包员,工作时间：全职工作,店员,6k-6.2k 元/月,月结,朝阳北苑,,月薪6000就近分配分拣打包 店员招聘<br/>工作内容：<br/>1.将客户订单上的物品打包好等配送员来取<br/>2.负责接货，上货，盘点，<br/>3.负责接听客户打进来的咨询以及投诉电话<br/>工作时间：<br/>早班：07:00-19:00<br/>中班：09:00-21:00<br/>晚班：20:00-08:00（夜班补助30元每天）<br/>轮休：上六休一<br/>工作要求：<br/>1. 20-40岁，初高中以上学历，有仓库或零售工作经验优先<br/>2. 吃苦耐劳，能接受较强的工作压力；工作认真负责。<br/>3. 能适应轮班和夜班的工作安排及主管的其他任务安排<br/><br/>工资待遇：2600元底薪+2480元绩效+900元房/餐补<br/>工作地点 ：全北京就近分配,[],[],"['北苑                            \n                            \xa0(\n                            北京市                            朝阳                            )', '联想桥                            \n                            \xa0(\n                            北京市                            海淀                            )', '枣园站                            \n                            \xa0(\n                            北京市                            大兴                            )']"
中国人寿保险销售,工作时间：全职工作,销售支持,9.8k-30k 元/月,月结,朝阳朝外,,中国人寿北京分公司启动了全新的人才培养计<br/>划，志在招募一批，有魄力，敢打拼，不安于<br/>现状，渴望突破，有梦想的人！<br/>我们招募条件如下：<br/>（1）有销售工作经历的优秀录用。<br/>（2）认同“成己为人，成人达己”的企业文化；<br/>（3）年龄25周岁-40周岁；<br/>（4）全日制大专以上学历；<br/>（5）过去的年收入大于6万元；<br/>（6）在北京生活或者工作一年以上<br/>我们的培养计划如下：<br/>（1)认真参加公司总部的培训班，并用心学<br/>习；<br/>（2）入职3个月内正常晋升到管理层-主管；<br/>（3）入职6个月内正常晋升到管理层-高级主<br/>管；<br/>（4）入职9个月内正常晋升到管理层-资深主<br/>管；<br/>（5）入职12个月内正常晋升到管理层处级主<br/>管；<br/>岗位职能要求：<br/>第一大类：市场营销<br/>（1）帮助大众客户解决，大病，养老，意外，<br/>教育，等保险配置，帮助客户解决急用的现金<br/>流问题。<br/>（2）帮助高净值客户提供，资产配置，财富传<br/>承，避债避税，财富保全，子抗婚变资产配<br/>置，等财富解决方案。<br/>第二大类：团队管理<br/>（1)组建团队，建立一支属于你自己的团队，<br/>体验管理和成长的乐趣。<br/>（2）团队津贴，团队的管理相当丰厚，甚至超<br/>过你的薪水所得。<br/>我们的福利待遇如下：<br/>（1）入职转正之后提供商业五险一金；<br/>（2）每周上5休2的工作制；<br/>（3）丰富多彩的团建，国内旅游，出国游；<br/>（4）生管职级-需要管理4名伙伴，年收入大于<br/>10万；<br/>(5）高级主管职级-需要管理10名营销伙伴，<br/>年收入大于20万；<br/>（6）资深主管职级·需要管理15名营销伙伴，<br/>年收入大于35万；<br/>（7）处级主管职级-需要管理25名营销伙伴，<br/>年收入大于50万；<br/>优秀的你，有梦想的你，敢打拼的你，还在等<br/>什么？<br/>加盟中国人寿让梦想成真！,[],[],['泛利大厦                            \n                            \xa0(\n                            北京市                            朝阳                            )']
中国人寿销售经理,工作时间：全职工作,销售经理,10k-30k 元/月,月结,朝阳朝外,,中国人寿北京分公司启动了全新的人才培养计<br/>划，志在招募一批，有魄力，敢打拼，不安于<br/>现状，渴望突破，有梦想的人！<br/>我们招募条件如下：<br/>（1）有销售工作经历的优秀录用。<br/>（2）认同“成己为人，成人达己”的企业文化；<br/>（3）年龄25周岁-40周岁；<br/>（4）全日制大专以上学历；<br/>（5）过去的年收入大于6万元；<br/>（6）在北京生活或者工作一年以上<br/>我们的培养计划如下：<br/>（1)认真参加公司总部的培训班，并用心学<br/>习；<br/>（2）入职3个月内正常晋升到管理层-主管；<br/>（3）入职6个月内正常晋升到管理层-高级主<br/>管；<br/>（4）入职9个月内正常晋升到管理层-资深主<br/>管；<br/>（5）入职12个月内正常晋升到管理层处级主<br/>管；<br/>岗位职能要求：<br/>第一大类：市场营销<br/>（1）帮助大众客户解决，大病，养老，意外，<br/>教育，等保险配置，帮助客户解决急用的现金<br/>流问题。<br/>（2）帮助高净值客户提供，资产配置，财富传<br/>承，避债避税，财富保全，子抗婚变资产配<br/>置，等财富解决方案。<br/>第二大类：团队管理<br/>（1)组建团队，建立一支属于你自己的团队，<br/>体验管理和成长的乐趣。<br/>（2）团队津贴，团队的管理相当丰厚，甚至超<br/>过你的薪水所得。<br/>我们的福利待遇如下：<br/>（1）入职转正之后提供商业五险一金；<br/>（2）每周上5休2的工作制；<br/>（3）丰富多彩的团建，国内旅游，出国游；<br/>（4）生管职级-需要管理4名伙伴，年收入大于<br/>10万；<br/>(5）高级主管职级-需要管理10名营销伙伴，<br/>年收入大于20万；<br/>（6）资深主管职级·需要管理15名营销伙伴，<br/>年收入大于35万；<br/>（7）处级主管职级-需要管理25名营销伙伴，<br/>年收入大于50万；<br/>优秀的你，有梦想的你，敢打拼的你，还在等<br/>什么？<br/>加盟中国人寿让梦想成真！,[],[],['泛利大厦                            \n                            \xa0(\n                            北京市                            朝阳                            )']
